Fecha,Precipitacion
12/11/2015,0.1
12/12/2015,7
12/13/2015,0
12/14/2015,0
12/15/2015,2
12/16/2015,2
12/17/2015,0
12/18/2015,0
12/19/2015,0.3
12/20/2015,2
12/21/2015,17
12/22/2015,0
12/23/2015,0
12/24/2015,0
12/25/2015,0
12/26/2015,0
12/27/2015,0
12/28/2015,0
12/29/2015,0
12/30/2015,0
12/31/2015,18
1/1/2016,0
1/2/2016,0
1/3/2016,0.9
1/4/2016,0
1/5/2016,0
1/6/2016,0
1/7/2016,0
1/8/2016,0
1/9/2016,2
1/10/2016,0
1/11/2016,0
1/12/2016,0
1/13/2016,0
1/14/2016,0
1/15/2016,0
1/16/2016,0
1/17/2016,0
1/18/2016,0
1/19/2016,0
1/20/2016,0
1/21/2016,4
1/22/2016,0
1/23/2016,7
1/24/2016,0
1/25/2016,0
1/26/2016,0
1/27/2016,0
1/28/2016,3
1/29/2016,0
1/30/2016,0
1/31/2016,0
2/1/2016,0
2/2/2016,0
2/3/2016,0
2/4/2016,0
2/5/2016,0
2/6/2016,40
2/7/2016,10
2/8/2016,0
2/9/2016,0
2/10/2016,0
2/11/2016,45
2/12/2016,0
2/13/2016,0
2/14/2016,0
2/15/2016,39
2/16/2016,0
2/17/2016,31
2/18/2016,3
2/19/2016,0
2/20/2016,0
2/21/2016,0
2/22/2016,0
2/23/2016,0
2/24/2016,7
2/25/2016,15
2/26/2016,0
2/27/2016,0
2/28/2016,4
2/29/2016,0
3/1/2016,0
3/2/2016,0
3/3/2016,3
3/4/2016,0
3/5/2016,0
3/6/2016,0
3/7/2016,0
3/8/2016,0
3/9/2016,0.2
3/10/2016,0
3/11/2016,0
3/12/2016,0
3/13/2016,0
3/14/2016,0
3/15/2016,0
3/16/2016,28
3/17/2016,0.9
3/18/2016,0
3/19/2016,11
3/20/2016,2
3/21/2016,0
3/22/2016,0
3/23/2016,0
3/24/2016,0
3/25/2016,4
3/26/2016,0
3/27/2016,0
3/28/2016,0
3/29/2016,0
3/30/2016,0
3/31/2016,52
4/1/2016,10
4/2/2016,1
4/3/2016,24
4/4/2016,15
4/5/2016,0
4/6/2016,2
4/7/2016,8
4/8/2016,4
4/9/2016,1
4/10/2016,0
4/11/2016,6
4/12/2016,2
4/13/2016,4
4/14/2016,28
4/15/2016,0.5
4/16/2016,8
4/17/2016,33
4/18/2016,3
4/19/2016,0
4/20/2016,0
4/21/2016,0.5
4/22/2016,0
4/23/2016,30
4/24/2016,0.8
4/25/2016,0
4/26/2016,0
4/27/2016,0
4/28/2016,0
4/29/2016,0
4/30/2016,0
5/1/2016,0
5/2/2016,0
5/3/2016,0
5/4/2016,3
5/5/2016,0
5/6/2016,0
5/7/2016,0
5/8/2016,0
5/9/2016,0
5/10/2016,0
5/11/2016,0
5/12/2016,0
5/13/2016,0.3
5/14/2016,3
5/15/2016,0
5/16/2016,0
5/17/2016,0
5/18/2016,0
5/19/2016,0
5/20/2016,0
5/21/2016,0
5/22/2016,0
5/23/2016,0
5/24/2016,0
5/25/2016,0
5/26/2016,1
5/27/2016,31
5/28/2016,4
5/29/2016,0.3
5/30/2016,0
5/31/2016,0.7
6/1/2016,3
6/2/2016,2
6/3/2016,4
6/4/2016,0
6/5/2016,0
6/6/2016,0
6/7/2016,0
6/8/2016,0.8
6/9/2016,0
6/10/2016,0
6/11/2016,0
6/12/2016,0
6/13/2016,0
6/14/2016,0
6/15/2016,0
6/16/2016,0
6/17/2016,0
6/18/2016,0
6/19/2016,0
6/20/2016,0
6/21/2016,0
6/22/2016,0
6/23/2016,0
6/24/2016,0
6/25/2016,13
6/26/2016,7
6/27/2016,0
6/28/2016,0.3
6/29/2016,3
6/30/2016,5
7/1/2016,40
7/2/2016,48
7/3/2016,1
7/4/2016,5
7/5/2016,0
7/6/2016,0
7/7/2016,0
7/8/2016,0
7/9/2016,0
7/10/2016,15
7/11/2016,0
7/12/2016,0
7/13/2016,1
7/14/2016,0
7/15/2016,0
7/16/2016,0
7/17/2016,0
7/18/2016,0
7/19/2016,0
7/20/2016,0
7/21/2016,0
7/22/2016,0
7/23/2016,0
7/24/2016,29
7/25/2016,22
7/26/2016,0
7/27/2016,0
7/28/2016,0
7/29/2016,0.7
7/30/2016,16
7/31/2016,0
8/1/2016,0
8/2/2016,0
8/3/2016,0
8/4/2016,2
8/5/2016,0
8/6/2016,0
8/7/2016,3
8/8/2016,0
8/9/2016,0
8/10/2016,0
8/11/2016,0
8/12/2016,0
8/13/2016,0
8/14/2016,0
8/15/2016,0
8/16/2016,0
8/17/2016,0
8/18/2016,0
8/19/2016,0
8/20/2016,0
8/21/2016,0
8/22/2016,0
8/23/2016,0
8/24/2016,0
8/25/2016,6
8/26/2016,47
8/27/2016,0
8/28/2016,0
8/29/2016,0
8/30/2016,0
8/31/2016,0
9/1/2016,0
9/2/2016,0
9/3/2016,12
9/4/2016,13
9/5/2016,3
9/6/2016,0.1
9/7/2016,0
9/8/2016,0
9/9/2016,0
9/10/2016,0
9/11/2016,27
9/12/2016,0
9/13/2016,0
9/14/2016,0
9/15/2016,0
9/16/2016,0
9/17/2016,0
9/18/2016,0
9/19/2016,0
9/20/2016,0
9/21/2016,0
9/22/2016,0
9/23/2016,0
9/24/2016,0
9/25/2016,0
9/26/2016,0
9/27/2016,0
9/28/2016,0
9/29/2016,0
9/30/2016,0
10/1/2016,4
10/2/2016,0
10/3/2016,0
10/4/2016,0.3
10/5/2016,4
10/6/2016,4
10/7/2016,0
10/8/2016,0
10/9/2016,0
10/10/2016,0
10/11/2016,1
10/12/2016,0
10/13/2016,34
10/14/2016,17
10/15/2016,0
10/16/2016,0
10/17/2016,40
10/18/2016,25
10/19/2016,1
10/20/2016,0
10/21/2016,0
10/22/2016,0
10/23/2016,0
10/24/2016,13
10/25/2016,0.8
10/26/2016,0
10/27/2016,0
10/28/2016,0
10/29/2016,0
10/30/2016,17
10/31/2016,26
11/1/2016,0.2
11/2/2016,0
11/3/2016,0
11/4/2016,0
11/5/2016,0
11/6/2016,0
11/7/2016,0
11/8/2016,0
11/9/2016,0
11/10/2016,0
11/11/2016,0.3
11/12/2016,21
11/13/2016,0
11/14/2016,0
11/15/2016,0
11/16/2016,0
11/17/2016,0
11/18/2016,0
11/19/2016,0
11/20/2016,0
11/21/2016,0
11/22/2016,0
11/23/2016,0
11/24/2016,0
11/25/2016,42
11/26/2016,0
11/27/2016,0
11/28/2016,0
11/29/2016,0
11/30/2016,0
12/1/2016,0
12/2/2016,0
12/3/2016,0
12/4/2016,0.4
12/5/2016,0
12/6/2016,0
12/7/2016,0
12/8/2016,0
12/9/2016,0
12/10/2016,0
12/11/2016,0
12/12/2016,0
12/13/2016,0
12/14/2016,0
12/15/2016,0
12/16/2016,0
12/17/2016,10
12/18/2016,0
12/19/2016,0
12/20/2016,0
12/21/2016,27
12/22/2016,0
12/23/2016,15
12/24/2016,38
12/25/2016,0
12/26/2016,0
12/27/2016,0
12/28/2016,0
12/29/2016,0
12/30/2016,0
12/31/2016,0
1/1/2017,0
1/2/2017,10
1/3/2017,0
1/4/2017,0
1/5/2017,0
1/6/2017,38.7
1/7/2017,0
1/8/2017,30
1/9/2017,0
1/10/2017,0
1/11/2017,0
1/12/2017,0
1/13/2017,0
1/14/2017,12
1/15/2017,2
1/16/2017,0
1/17/2017,0
1/18/2017,0
1/19/2017,0
1/20/2017,0
1/21/2017,0
1/22/2017,0
1/23/2017,9
1/24/2017,0
1/25/2017,0
1/26/2017,0
1/27/2017,0
1/28/2017,0
1/29/2017,2
1/30/2017,5
1/31/2017,0
2/1/2017,0
2/2/2017,0
2/3/2017,16
2/4/2017,2
2/5/2017,0
2/6/2017,0
2/7/2017,0
2/8/2017,0
2/9/2017,4
2/10/2017,5
2/11/2017,35
2/12/2017,26
2/13/2017,3
2/14/2017,0
2/15/2017,0.6
2/16/2017,4
2/17/2017,0
2/18/2017,0
2/19/2017,0
2/20/2017,33
2/21/2017,17
2/22/2017,0
2/23/2017,0
2/24/2017,0
2/25/2017,0
2/26/2017,0
2/27/2017,0
2/28/2017,0
3/1/2017,0.4
3/2/2017,0
3/3/2017,0
3/4/2017,0
3/5/2017,0
3/6/2017,0
3/7/2017,42
3/8/2017,0
3/9/2017,0
3/10/2017,0
3/11/2017,0
3/12/2017,0
3/13/2017,0
3/14/2017,30
3/15/2017,0
3/16/2017,0
3/17/2017,0
3/18/2017,0
3/19/2017,0
3/20/2017,0
3/21/2017,0
3/22/2017,0
3/23/2017,13
3/24/2017,0
3/25/2017,0
3/26/2017,0
3/27/2017,0
3/28/2017,0
3/29/2017,0.3
3/30/2017,0
3/31/2017,0
4/1/2017,9
4/2/2017,0
4/3/2017,0
4/4/2017,0
4/5/2017,0
4/6/2017,0
4/7/2017,38
4/8/2017,19
4/9/2017,12
4/10/2017,0
4/11/2017,0
4/12/2017,0
4/13/2017,0
4/14/2017,0
4/15/2017,0
4/16/2017,0
4/17/2017,0
4/18/2017,0.9
4/19/2017,0
4/20/2017,0
4/21/2017,0
4/22/2017,0
4/23/2017,0
4/24/2017,39
4/25/2017,0
4/26/2017,0
4/27/2017,0
4/28/2017,0
4/29/2017,0
4/30/2017,0
5/1/2017,0.2
5/2/2017,0
5/3/2017,0
5/4/2017,0
5/5/2017,0
5/6/2017,105
5/7/2017,6
5/8/2017,0
5/9/2017,0
5/10/2017,11
5/11/2017,5
5/12/2017,0
5/13/2017,0
5/14/2017,0
5/15/2017,0
5/16/2017,0
5/17/2017,5
5/18/2017,0
5/19/2017,4
5/20/2017,0.3
5/21/2017,0
5/22/2017,0
5/23/2017,2
5/24/2017,2
5/25/2017,0
5/26/2017,0
5/27/2017,0.5
5/28/2017,0
5/29/2017,0
5/30/2017,0
5/31/2017,0
6/1/2017,0
6/2/2017,0
6/3/2017,0
6/4/2017,0
6/5/2017,0
6/6/2017,0
6/7/2017,0
6/8/2017,0
6/9/2017,0
6/10/2017,0
6/11/2017,0
6/12/2017,0
6/13/2017,0
6/14/2017,0.1
6/15/2017,0
6/16/2017,0.1
6/17/2017,0
6/18/2017,0
6/19/2017,0
6/20/2017,0
6/21/2017,0
6/22/2017,0
6/23/2017,0
6/24/2017,0
6/25/2017,0
6/26/2017,0.2
6/27/2017,0
6/28/2017,0
6/29/2017,0
6/30/2017,0
7/1/2017,0
7/2/2017,0
7/3/2017,0
7/4/2017,5
7/5/2017,10
7/6/2017,39
7/7/2017,0
7/8/2017,31
7/9/2017,2
7/10/2017,0
7/11/2017,0
7/12/2017,0.3
7/13/2017,3
7/14/2017,10
7/15/2017,0
7/16/2017,0
7/17/2017,0
7/18/2017,0
7/19/2017,0
7/20/2017,0
7/21/2017,0
7/22/2017,12
7/23/2017,0
7/24/2017,5
7/25/2017,0
7/26/2017,0
7/27/2017,0
7/28/2017,0
7/29/2017,3
7/30/2017,1
7/31/2017,0.5
8/1/2017,0
8/2/2017,0
8/3/2017,0
8/4/2017,0
8/5/2017,0
8/6/2017,6
8/7/2017,0
8/8/2017,0
8/9/2017,22
8/10/2017,6
8/11/2017,0.5
8/12/2017,0
8/13/2017,0
8/14/2017,0
8/15/2017,0
8/16/2017,0
8/17/2017,10
8/18/2017,0.6
8/19/2017,0
8/20/2017,0
8/21/2017,0
8/22/2017,1
8/23/2017,3
8/24/2017,15.4
8/25/2017,0.4
8/26/2017,0
8/27/2017,3
8/28/2017,0.2
8/29/2017,0
8/30/2017,0
8/31/2017,0
9/1/2017,2
9/2/2017,8
9/3/2017,0
9/4/2017,0
9/5/2017,0
9/6/2017,0
9/7/2017,5
9/8/2017,59
9/9/2017,25
9/10/2017,0
9/11/2017,0
9/12/2017,0
9/13/2017,0
9/14/2017,0
9/15/2017,0
9/16/2017,0
9/17/2017,0
9/18/2017,0
9/19/2017,10
9/20/2017,16
9/21/2017,0
9/22/2017,0
9/23/2017,0
9/24/2017,0
9/25/2017,20
9/26/2017,0
9/27/2017,0
9/28/2017,0
9/29/2017,49
9/30/2017,6
10/1/2017,0.2
10/2/2017,0
10/3/2017,0
10/4/2017,0
10/5/2017,0
10/6/2017,0
10/7/2017,0.4
10/8/2017,0
10/9/2017,0
10/10/2017,15
10/11/2017,2
10/12/2017,0
10/13/2017,0
10/14/2017,0
10/15/2017,0
10/16/2017,0
10/17/2017,10
10/18/2017,0
10/19/2017,0.1
10/20/2017,2.3
10/21/2017,0
10/22/2017,0
10/23/2017,0
10/24/2017,0
10/25/2017,9
10/26/2017,0.8
10/27/2017,0
10/28/2017,28
10/29/2017,0
10/30/2017,0
10/31/2017,0
11/1/2017,14
11/2/2017,0
11/3/2017,0
11/4/2017,0
11/5/2017,0
11/6/2017,0
11/7/2017,0
11/8/2017,0
11/9/2017,0
11/10/2017,0
11/11/2017,0
11/12/2017,0
11/13/2017,0
11/14/2017,2
11/15/2017,0
11/16/2017,0
11/17/2017,0
11/18/2017,0
11/19/2017,19
11/20/2017,0
11/21/2017,0
11/22/2017,0
11/23/2017,0
11/24/2017,0
11/25/2017,0
11/26/2017,0
11/27/2017,0
11/28/2017,0
11/29/2017,0
11/30/2017,0
12/1/2017,0.3
12/2/2017,16
12/3/2017,0
12/4/2017,0
12/5/2017,0.1
12/6/2017,0
12/7/2017,0
12/8/2017,0
12/9/2017,0
12/10/2017,0
12/11/2017,0
12/12/2017,3
12/13/2017,0
12/14/2017,0
12/15/2017,48
12/16/2017,0
12/17/2017,0.2
12/18/2017,12
12/19/2017,0
12/20/2017,0.6
12/21/2017,11
12/22/2017,0
12/23/2017,0
12/24/2017,0
12/25/2017,0
12/26/2017,0
12/27/2017,0
12/28/2017,0
12/29/2017,4
12/30/2017,0
12/31/2017,0
1/1/2018,0
1/2/2018,0
1/3/2018,0
1/4/2018,16
1/5/2018,0
1/6/2018,0
1/7/2018,0
1/8/2018,0
1/9/2018,0
1/10/2018,0
1/11/2018,0
1/12/2018,15
1/13/2018,1
1/14/2018,0
1/15/2018,0
1/16/2018,0
1/17/2018,1
1/18/2018,0
1/19/2018,0
1/20/2018,0
1/21/2018,0.8
1/22/2018,6
1/23/2018,0
1/24/2018,0
1/25/2018,0
1/26/2018,0
1/27/2018,0
1/28/2018,0
1/29/2018,0
1/30/2018,0
1/31/2018,0
2/1/2018,0
2/2/2018,0
2/3/2018,0
2/4/2018,0
2/5/2018,0
2/6/2018,0
2/7/2018,2
2/8/2018,15
2/9/2018,9
2/10/2018,0
2/11/2018,0
2/12/2018,0
2/13/2018,0
2/14/2018,0
2/15/2018,0
2/16/2018,0
2/17/2018,22
2/18/2018,0.5
2/19/2018,0
2/20/2018,0.6
2/21/2018,0
2/22/2018,0
2/23/2018,0
2/24/2018,0
2/25/2018,0
2/26/2018,0
2/27/2018,0.2
2/28/2018,0
3/1/2018,0
3/2/2018,0
3/3/2018,0
3/4/2018,0
3/5/2018,0
3/6/2018,0
3/7/2018,0
3/8/2018,0
3/9/2018,0
3/10/2018,0
3/11/2018,0
3/12/2018,0
3/13/2018,19
3/14/2018,0
3/15/2018,0.1
3/16/2018,29
3/17/2018,3
3/18/2018,0
3/19/2018,0
3/20/2018,0
3/21/2018,0
3/22/2018,12
3/23/2018,7
3/24/2018,0
3/25/2018,0
3/26/2018,0
3/27/2018,0
3/28/2018,0
3/29/2018,0
3/30/2018,0
3/31/2018,0
4/1/2018,0
4/2/2018,0
4/3/2018,0
4/4/2018,0
4/5/2018,53
4/6/2018,4
4/7/2018,6
4/8/2018,0
4/9/2018,0
4/10/2018,19
4/11/2018,0
4/12/2018,0
4/13/2018,0
4/14/2018,0
4/15/2018,0
4/16/2018,0
4/17/2018,0
4/18/2018,5
4/19/2018,21
4/20/2018,0
4/21/2018,18
4/22/2018,0
4/23/2018,0.5
4/24/2018,0
4/25/2018,0
4/26/2018,7
4/27/2018,108
4/28/2018,22
4/29/2018,0
4/30/2018,2
5/1/2018,12
5/2/2018,0.1
5/3/2018,4
5/4/2018,5
5/5/2018,0
5/6/2018,6
5/7/2018,49
5/8/2018,0
5/9/2018,67
5/10/2018,0
5/11/2018,0
5/12/2018,0
5/13/2018,0
5/14/2018,0
5/15/2018,0
5/16/2018,5
5/17/2018,9
5/18/2018,0
5/19/2018,0
5/20/2018,0
5/21/2018,0
5/22/2018,0
5/23/2018,0
5/24/2018,0
5/25/2018,0
5/26/2018,0
5/27/2018,0.5
5/28/2018,44
5/29/2018,4
5/30/2018,9
5/31/2018,0
6/1/2018,0
6/2/2018,0.2
6/3/2018,1
6/4/2018,0
6/5/2018,0
6/6/2018,0
6/7/2018,0
6/8/2018,0
6/9/2018,0
6/10/2018,0
6/11/2018,5.2
6/12/2018,0
6/13/2018,0
6/14/2018,0
6/15/2018,0
6/16/2018,0
6/17/2018,0
6/18/2018,0
6/19/2018,0.2
6/20/2018,0
6/21/2018,0
6/22/2018,0
6/23/2018,0
6/24/2018,0
6/25/2018,0
6/26/2018,0
6/27/2018,0
6/28/2018,0
6/29/2018,0
6/30/2018,0.3
7/1/2018,0
7/2/2018,0
7/3/2018,0
7/4/2018,0
7/5/2018,11
7/6/2018,7
7/7/2018,0
7/8/2018,0
7/9/2018,0
7/10/2018,0
7/11/2018,0
7/12/2018,0
7/13/2018,0
7/14/2018,0
7/15/2018,0
7/16/2018,0.5
7/17/2018,16
7/18/2018,24
7/19/2018,0.4
7/20/2018,0
7/21/2018,0
7/22/2018,0
7/23/2018,0
7/24/2018,44
7/25/2018,2
7/26/2018,2
7/27/2018,18
7/28/2018,0.1
7/29/2018,0
7/30/2018,0
7/31/2018,0
8/1/2018,0
8/2/2018,0.5
8/3/2018,0
8/4/2018,0
8/5/2018,0
8/6/2018,12
8/7/2018,10
8/8/2018,0
8/9/2018,0
8/10/2018,0
8/11/2018,0
8/12/2018,6
8/13/2018,0
8/14/2018,0
8/15/2018,0
8/16/2018,0
8/17/2018,11
8/18/2018,0.1
8/19/2018,0
8/20/2018,0
8/21/2018,0
8/22/2018,0
8/23/2018,0.7
8/24/2018,0
8/25/2018,0
8/26/2018,0
8/27/2018,0
8/28/2018,0
8/29/2018,14
8/30/2018,0
8/31/2018,0
9/1/2018,0
9/2/2018,0
9/3/2018,0
9/4/2018,0
9/5/2018,0
9/6/2018,0
9/7/2018,0
9/8/2018,4
9/9/2018,0
9/10/2018,0
9/11/2018,0
9/12/2018,0
9/13/2018,0
9/14/2018,11
9/15/2018,0.7
9/16/2018,0
9/17/2018,28
9/18/2018,0
9/19/2018,0
9/20/2018,0
9/21/2018,0
9/22/2018,0
9/23/2018,0
9/24/2018,0
9/25/2018,0
9/26/2018,10
9/27/2018,8
9/28/2018,48
9/29/2018,2
9/30/2018,0
10/1/2018,0
10/2/2018,0
10/3/2018,0
10/4/2018,0
10/5/2018,0
10/6/2018,0
10/7/2018,7
10/8/2018,0
10/9/2018,0
10/10/2018,4
10/11/2018,0
10/12/2018,0
10/13/2018,0
10/14/2018,0
10/15/2018,0
10/16/2018,2
10/17/2018,0
10/18/2018,3
10/19/2018,2
10/20/2018,1
10/21/2018,0
10/22/2018,1
10/23/2018,4
10/24/2018,0
10/25/2018,0
10/26/2018,0
10/27/2018,0
10/28/2018,2
10/29/2018,6
10/30/2018,0
10/31/2018,0
11/1/2018,0.5
11/2/2018,0
11/3/2018,0
11/4/2018,0
11/5/2018,0
11/6/2018,0
11/7/2018,0
11/8/2018,42
11/9/2018,82
11/10/2018,0
11/11/2018,34
11/12/2018,0
11/13/2018,0
11/14/2018,10
11/15/2018,0
11/16/2018,5
11/17/2018,0
11/18/2018,0
11/19/2018,0
11/20/2018,0
11/21/2018,3
11/22/2018,0
11/23/2018,0
11/24/2018,0
11/25/2018,0
11/26/2018,0
11/27/2018,0
11/28/2018,0
11/29/2018,13
11/30/2018,0
12/1/2018,0
12/2/2018,0
12/3/2018,0
12/4/2018,0
12/5/2018,0
12/6/2018,0
12/7/2018,0
12/8/2018,6
12/9/2018,3
12/10/2018,12
12/11/2018,0.8
12/12/2018,101
12/13/2018,0
12/14/2018,0
12/15/2018,80
12/16/2018,0
12/17/2018,0.4
12/18/2018,0
12/19/2018,56
12/20/2018,0
12/21/2018,0
12/22/2018,0
12/23/2018,0
12/24/2018,0
12/25/2018,0
12/26/2018,0
12/27/2018,24
12/28/2018,31
12/29/2018,0
12/30/2018,0
12/31/2018,2
1/1/2019,9
1/2/2019,0
1/3/2019,0
1/4/2019,1
1/5/2019,4
1/6/2019,0
1/7/2019,0
1/8/2019,0
1/9/2019,0.4
1/10/2019,0
1/11/2019,0
1/12/2019,4
1/13/2019,5
1/14/2019,39
1/15/2019,0
1/16/2019,4
1/17/2019,0.4
1/18/2019,0
1/19/2019,0
1/20/2019,0
1/21/2019,0
1/22/2019,0
1/23/2019,0
1/24/2019,27
1/25/2019,0
1/26/2019,0
1/27/2019,0
1/28/2019,39
1/29/2019,0
1/30/2019,0
1/31/2019,0
2/1/2019,0
2/2/2019,0
2/3/2019,0
2/4/2019,0
2/5/2019,0
2/6/2019,0
2/7/2019,0
2/8/2019,0
2/9/2019,12
2/10/2019,1
2/11/2019,0
2/12/2019,7
2/13/2019,2
2/14/2019,0
2/15/2019,0
2/16/2019,0
2/17/2019,0
2/18/2019,0
2/19/2019,0
2/20/2019,0
2/21/2019,22
2/22/2019,3
2/23/2019,0
2/24/2019,0
2/25/2019,0
2/26/2019,0.4
2/27/2019,0
2/28/2019,0
3/1/2019,0
3/2/2019,40
3/3/2019,0.6
3/4/2019,0
3/5/2019,0
3/6/2019,31
3/7/2019,0
3/8/2019,0
3/9/2019,0
3/10/2019,18
3/11/2019,6
3/12/2019,0
3/13/2019,0
